player,year,1st_in,1st_won,2nd_won,bp_saved,v1st_won,v2nd_won,bp_cnvt,hld_rate,brk_rate
Tzipi Obziler,2004,62.87,62.45,40.4,31.83,38.45,46.45,38.0,,
Venus Williams,2004,59.38,72.17,46.7,41.63,45.98,57.31,50.55,,
Vera Dushevina,2004,57.47,58.86,46.02,51.78,38.98,61.16,55.24,,
Vera Zvonareva,2004,55.12,69.98,42.97,60.09,41.83,63.07,47.61,,
Virginia Ruano Pascual,2004,71.48,54.61,51.16,49.1,39.58,55.62,44.79,,
Virginie Pichet,2004,50.79,43.75,38.71,61.11,36.36,62.96,33.33,,
Virginie Razzano,2004,60.77,62.65,43.1,56.82,33.6,51.13,61.84,,
Yuliana Fedak,2004,61.48,55.47,57.17,69.59,47.68,58.41,61.11,,
Yuliya Beygelzimer,2004,66.06,46.22,52.56,32.47,26.98,51.96,20.84,,
Zuzana Kucova,2004,56.76,28.57,25.0,25.0,13.04,50.0,16.67,,
Zuzana Ondraskova,2004,74.6,48.94,31.25,64.29,24.0,44.0,50.0,,
Abigail Spears,2005,54.47,63.68,43.73,61.13,30.39,54.58,50.16,,
Ai Sugiyama,2005,65.84,58.69,40.33,46.58,38.96,47.96,51.38,,
Aiko Nakamura,2005,57.98,59.28,34.28,50.39,36.33,44.15,43.03,,
Akiko Morigami,2005,56.57,62.41,42.26,56.67,37.03,53.47,53.46,,
Alicia Molik,2005,60.06,71.99,49.48,63.77,27.94,51.77,26.2,,
Alina Jidkova,2005,60.24,60.72,42.86,57.2,24.72,47.74,46.33,,
Alize Cornet,2005,58.56,56.27,41.22,45.0,31.15,54.31,34.84,,
Alona Bondarenko,2005,68.88,57.2,43.59,56.19,35.68,53.34,57.96,,
Amanda Keen,2005,52.76,66.74,58.34,20.0,27.52,45.35,38.57,,
Amelie Mauresmo,2005,58.03,72.83,50.55,52.6,42.64,54.5,52.84,,
Amy Frazier,2005,60.11,58.28,35.64,43.84,40.11,56.01,42.1,,
Ana Ivanovic,2005,55.69,67.59,52.94,43.32,41.83,52.83,42.8,,
Anabel Medina Garrigues,2005,64.43,56.81,36.34,52.85,43.12,56.55,45.11,,
Anastasia Myskina,2005,56.07,60.03,48.76,54.08,40.96,57.37,58.05,,
Anastasia Yakimova,2005,60.05,44.46,38.18,34.28,46.02,38.64,31.25,,
Anca Barna,2005,74.07,57.5,42.86,28.57,25.0,46.67,100.0,,
Angela Haynes,2005,70.01,57.62,41.72,58.45,28.91,53.67,29.98,,
Anna Chakvetadze,2005,58.2,62.85,38.81,47.24,33.12,60.68,39.5,,
Anna Lena Groenefeld,2005,56.18,70.44,51.56,58.45,40.13,54.59,40.03,,
Anna Smashnova,2005,62.15,51.66,43.13,37.23,37.8,51.77,40.87,,
Anne Keothavong,2005,59.09,46.15,22.22,14.29,27.27,37.5,100.0,,
Anne Kremer,2005,69.27,58.39,35.89,47.05,35.3,53.7,58.09,,
Antonella Serra Zanetti,2005,68.77,51.12,44.02,35.67,36.56,48.75,39.01,,
Arantxa Parra Santonja,2005,56.41,59.68,48.44,51.14,34.15,54.49,35.51,,
Aravane Rezai,2005,46.18,54.16,31.57,45.45,43.5,69.05,66.07,,
Ashley Harkleroad,2005,57.14,25.0,11.11,33.33,0.0,44.44,0.0,,0.0
Barbara Schett,2005,55.04,64.34,40.36,74.13,23.57,63.72,41.07,,
Barbora Strycova,2005,55.48,53.25,40.0,42.93,34.48,43.88,55.56,,
Camille Pin,2005,73.9,46.46,35.37,30.95,25.85,52.38,40.41,,
Capucine Rousseau,2005,66.67,55.0,73.33,72.73,39.29,31.58,40.0,,
Cara Black,2005,66.36,59.82,45.68,55.56,34.46,59.07,67.5,,
Carly Gullickson,2005,61.63,58.49,57.58,57.14,33.33,47.06,40.0,,
Casey Dellacqua,2005,54.29,63.16,50.0,33.33,35.19,40.91,42.86,,
Catalina Castano,2005,58.6,61.14,43.23,42.17,28.36,55.49,40.0,,
Cindy Watson,2005,77.91,50.75,36.84,41.67,34.09,55.56,30.77,,
Clarisa Fernandez,2005,56.56,54.75,46.96,58.34,29.88,69.85,66.66,,
Claudine Schaul,2005,47.85,40.02,30.78,40.0,31.07,56.0,33.33,,
Conchita Martinez,2005,60.94,58.04,45.39,59.9,37.96,52.11,60.83,,
Dally Randriantefy,2005,62.1,43.7,26.8,46.08,16.86,52.18,0.0,,
Daniela Hantuchova,2005,58.23,69.17,46.28,43.83,40.31,58.7,45.04,,
Denisa Chladkova,2005,58.14,53.58,37.75,42.78,29.3,52.88,19.87,,
Dinara Safina,2005,64.58,63.52,48.04,42.89,32.99,50.08,33.42,,
Edina Gallovits Hall,2005,65.28,51.06,44.0,60.0,37.5,42.86,50.0,,
Ekaterina Bychkova,2005,67.35,72.73,37.5,0.0,52.5,58.33,54.55,,
Elena Baltacha,2005,55.57,66.5,44.29,53.91,33.47,41.77,22.76,,
Elena Bovina,2005,68.87,65.32,46.71,44.5,41.33,61.84,46.35,,
Elena Dementieva,2005,57.35,61.85,40.59,49.36,44.81,59.87,50.41,,
Elena Likhovtseva,2005,61.39,62.12,44.71,53.78,39.23,54.92,52.38,,
Eleni Daniilidou,2005,65.19,58.9,42.61,44.5,34.32,58.21,44.1,,
Els Callens,2005,59.09,66.67,51.85,0.0,27.5,37.5,33.33,,
Emilie Loit,2005,52.11,67.07,43.19,51.3,39.03,61.37,38.57,,
Emma Laine,2005,70.33,49.91,50.0,43.94,33.01,49.05,23.08,,
Emmanuelle Gagliardi,2005,59.05,65.72,44.84,58.11,32.6,55.4,45.49,,
Eva Birnerova,2005,62.32,61.31,33.18,53.45,30.83,50.0,42.38,,
Evgenia Linetskaya,2005,56.44,64.21,48.27,62.67,39.9,58.89,46.8,,
Evie Dominikovic,2005,62.93,61.02,46.36,49.09,30.36,53.91,43.48,,
Fabiola Zuluaga,2005,56.34,69.38,50.65,40.08,40.22,67.69,61.35,,
Flavia Pennetta,2005,51.59,60.9,43.93,51.32,39.09,58.38,52.46,,
Francesca Schiavone,2005,55.31,68.84,51.38,45.56,38.44,51.04,42.68,,
Gisela Dulko,2005,56.49,59.64,39.25,49.79,42.68,55.83,44.67,,
Hana Sromova,2005,72.93,50.53,49.5,56.41,30.12,49.33,50.0,,
Ivana Lisjak,2005,57.94,61.24,32.52,32.14,36.23,45.02,50.0,,
Jamea Jackson,2005,66.28,62.42,42.03,56.16,35.51,59.17,56.03,,
Jane Odonoghue,2005,54.38,69.62,31.82,60.72,33.29,45.03,35.0,,
Jelena Jankovic,2005,65.5,66.28,40.49,52.22,39.67,54.11,56.97,,
Jelena Kostanic Tosic,2005,67.14,63.22,35.81,50.48,34.97,49.98,43.67,,
Jennifer Hopkins,2005,60.0,53.33,40.0,60.0,24.39,50.0,0.0,,
Jessica Kirkland,2005,57.16,60.25,40.87,50.0,19.05,42.04,14.28,,
Jie Zheng,2005,73.63,54.53,45.78,58.24,23.76,58.12,29.29,,
Jill Craybas,2005,66.45,54.81,41.08,49.68,42.61,52.47,52.68,,
Julia Schruff,2005,58.12,62.38,41.71,49.08,32.93,54.2,41.08,,
Julia Vakulenko,2005,65.72,71.73,40.78,64.57,28.91,60.19,45.83,,
Justine Henin,2005,50.58,71.03,42.71,61.11,45.14,63.83,53.97,,
Karolina Kosinska,2005,62.67,51.06,35.71,62.5,40.43,36.84,66.67,,
Karolina Sprem,2005,42.93,50.96,41.97,28.57,36.35,62.39,37.02,,
Katarina Srebotnik,2005,63.78,61.51,44.66,52.34,35.99,52.61,40.81,,
Kateryna Bondarenko,2005,51.38,66.43,43.7,52.63,30.09,54.84,32.14,,
Katie Obrien,2005,51.16,63.64,47.62,0.0,14.81,27.78,0.0,,0.0
Kelly Mccain,2005,56.9,60.61,48.0,50.0,30.0,50.0,40.0,,
Kim Clijsters,2005,62.18,71.72,47.91,41.46,43.84,60.14,54.4,,
Kristina Brandi,2005,71.09,54.37,43.48,56.65,38.79,57.31,32.58,,
Kveta Peschke,2005,56.38,67.14,38.28,66.74,42.51,60.82,44.72,,
Laura Granville,2005,65.08,64.26,53.03,44.65,32.77,50.28,43.88,,
Libuse Prusova,2005,51.61,37.5,6.67,28.57,10.53,38.89,0.0,,0.0
Lilia Osterloh,2005,60.53,46.3,46.25,38.89,26.3,50.33,66.67,,
Lindsay Davenport,2005,59.7,73.53,46.36,54.44,40.55,60.52,53.98,,
Lindsay Lee Waters,2005,58.17,65.43,45.37,64.5,35.11,36.55,16.19,,
Lisa Raymond,2005,66.3,51.17,37.53,51.86,36.04,52.05,31.41,,
Lubomira Kurhajcova,2005,66.67,44.44,27.78,25.0,16.0,62.5,33.33,,
Lucie Safarova,2005,61.3,63.54,37.82,57.07,23.09,52.3,34.52,,
Ludmila Cervanova,2005,58.25,60.77,36.86,53.26,29.92,57.52,27.32,,
Magdalena Maleeva,2005,65.13,64.69,46.32,46.71,42.48,56.05,61.48,,
Magui Serna,2005,58.33,42.86,33.33,16.67,10.53,36.84,0.0,,
Mailyne Andrieux,2005,51.11,26.09,22.73,22.22,41.38,45.45,20.0,,
Mara Santangelo,2005,64.35,63.47,47.12,61.51,29.73,46.99,65.71,,
Maria Elena Camerin,2005,66.02,47.46,31.95,53.87,38.49,47.97,44.44,,
Maria Emilia Salerni,2005,57.64,49.35,41.04,60.72,20.6,52.2,14.28,,
Maria Kirilenko,2005,59.69,57.88,43.56,52.43,28.63,48.01,46.5,,
Maria Sanchez Lorenzo,2005,51.22,59.95,42.44,42.56,26.6,46.18,30.4,,
Maria Sharapova,2005,63.92,68.34,51.08,59.16,39.68,56.89,45.17,,
Maria Vento Kabchi,2005,65.31,55.69,44.93,36.15,35.0,55.19,34.29,,
Mariana Diaz Oliva,2005,63.21,57.36,42.24,56.94,37.05,62.94,54.73,,
Marion Bartoli,2005,69.06,57.12,43.5,51.2,42.08,56.26,45.67,,
Marlene Weingartner,2005,55.13,62.16,40.54,50.28,31.66,50.73,35.45,,
Marta Domachowska,2005,53.49,70.9,38.37,39.12,43.54,53.21,60.46,,
Marta Marrero,2005,49.3,63.75,35.19,38.41,20.67,45.01,27.78,,
Martina Muller,2005,60.78,38.71,40.0,28.57,20.69,42.86,100.0,,
Martina Sucha,2005,64.8,52.12,44.53,47.27,32.83,43.04,33.34,,
Mary Pierce,2005,68.11,68.86,54.41,54.92,34.47,62.46,46.7,,
Mashona Washington,2005,66.73,59.69,41.6,54.67,35.18,54.63,41.04,,
Mathilde Johansson,2005,57.41,48.39,34.78,58.33,8.7,50.0,0.0,,
Meghann Shaughnessy,2005,54.9,77.0,49.14,52.18,32.66,51.99,45.91,,
Meilen Tu,2005,65.72,52.13,48.21,55.88,20.46,55.04,27.78,,
Melinda Czink,2005,71.43,54.29,28.57,50.0,17.86,42.31,100.0,,
Michaela Pastikova,2005,55.63,61.31,36.64,42.13,33.01,46.96,42.15,,
Michaella Krajicek,2005,58.12,66.27,43.84,49.46,35.15,57.04,51.23,,
Milagros Sequera,2005,65.33,67.63,40.79,75.0,46.9,59.7,49.36,,
Na Li,2005,71.4,54.34,62.64,49.21,32.85,60.96,41.66,,
Nadia Petrova,2005,60.33,69.69,48.94,61.72,42.27,54.08,48.53,,
Nan Nan Liu,2005,58.93,45.45,52.17,40.0,34.38,40.91,50.0,,
Natalie Grandin,2005,59.94,70.47,49.92,64.28,32.99,59.62,33.75,,
Nathalie Dechy,2005,69.7,61.95,48.53,60.75,36.79,56.5,52.66,,
Nicole Pratt,2005,59.47,65.66,44.64,56.59,37.5,60.88,40.13,,
Nicole Vaidisova,2005,61.54,67.6,52.56,50.89,37.39,55.24,45.78,,
Nuria Llagostera Vives,2005,52.78,62.13,45.48,54.17,37.6,52.94,37.33,,
Paola Suarez,2005,57.69,51.67,27.27,57.89,51.11,57.58,58.33,,
Patty Schnyder,2005,60.48,64.57,49.73,59.64,37.49,56.53,51.83,,
Pauline Parmentier,2005,50.0,45.83,29.17,25.0,21.05,40.0,100.0,,
Petra Mandula,2005,55.86,60.66,39.84,52.28,32.1,48.75,48.34,,
Rebecca Llewellyn,2005,48.65,38.89,26.32,37.5,17.39,38.89,0.0,,
Rika Fujiwara,2005,60.03,53.28,49.06,51.43,35.45,49.93,56.67,,
Roberta Vinci,2005,59.54,57.78,40.85,62.14,26.65,50.75,38.79,,
Sabine Klaschka,2005,64.22,61.74,47.98,71.21,33.46,73.32,65.48,,
Samantha Stosur,2005,56.46,70.66,48.71,38.8,33.78,52.45,46.13,,
Sanda Mamic,2005,51.54,63.36,43.37,65.15,33.44,50.28,34.04,,
Sandra Kloesel,2005,64.06,59.9,48.47,12.5,34.49,52.0,16.66,,
Sania Mirza,2005,52.25,64.51,43.09,55.98,34.94,59.92,39.54,,
Saori Obata,2005,73.03,62.16,40.89,41.07,33.39,53.42,25.0,,
Sarah Borwell,2005,55.26,57.14,67.65,60.0,12.5,45.16,33.33,,
Seda Noorlander,2005,54.55,41.67,56.67,50.0,25.0,55.17,37.5,,
Selima Sfar,2005,46.55,77.78,54.84,66.67,25.0,34.78,0.0,,
Serena Williams,2005,61.17,74.12,52.5,67.99,39.53,60.96,48.26,,
Sesil Karatantcheva,2005,60.6,56.36,37.31,37.02,33.69,54.72,41.15,,
Severine Beltrame,2005,50.01,57.84,48.68,33.33,36.33,48.73,27.84,,
Shahar Peer,2005,55.35,58.09,41.28,58.74,37.61,54.57,48.28,,
Shenay Perry,2005,52.4,63.13,41.94,61.36,36.85,45.88,33.44,,
Shinobu Asagoe,2005,69.5,62.67,45.84,46.66,41.39,54.84,49.04,,
Shuai Peng,2005,61.44,60.81,37.58,50.87,46.7,63.7,53.56,,
Silvia Farina Elia,2005,69.95,59.37,47.41,41.38,45.03,59.04,55.53,,
Silvija Talaja,2005,61.34,62.39,30.0,58.34,17.99,42.44,20.0,,
Sofia Arvidsson,2005,62.2,69.31,36.36,56.67,32.89,65.88,47.19,,
Sophie Ferguson,2005,68.7,57.05,33.1,38.72,34.03,43.52,50.0,,
Stephanie Cohen Aloro,2005,61.18,57.61,47.12,50.91,30.44,45.67,54.44,,
Stephanie Foretz Gacon,2005,59.43,57.94,44.54,44.88,35.27,56.26,46.17,,
Su Wei Hsieh,2005,68.89,45.16,28.57,44.44,29.63,35.0,0.0,,
Svetlana Kuznetsova,2005,54.94,70.05,49.9,54.95,41.16,59.76,49.66,,
Sybille Bammer,2005,56.25,52.38,44.9,46.15,46.84,45.45,35.29,,
Tamarine Tanasugarn,2005,58.33,59.83,45.29,36.28,42.12,56.61,52.1,,
Tathiana Garbin,2005,61.37,59.33,46.13,56.78,33.1,53.97,43.12,,
Tatiana Golovin,2005,59.24,67.22,44.48,48.36,43.93,55.27,49.45,,
Tatiana Panova,2005,65.85,55.27,39.81,45.95,36.5,57.11,40.0,,
Tatiana Perebiynis,2005,57.0,63.02,42.26,52.05,29.98,49.98,44.96,,
Tatiana Poutchek,2005,73.13,59.18,38.89,78.57,21.95,42.86,0.0,,
Tiffany Welford,2005,59.7,70.0,40.74,42.86,27.91,58.06,30.0,,
Ting Li,2005,67.24,48.72,63.16,33.33,15.38,43.75,33.33,,
Tzipi Obziler,2005,62.85,64.9,49.74,27.28,31.94,44.0,45.0,,
Vania King,2005,63.33,52.63,36.36,50.0,28.21,44.44,0.0,,
Venus Williams,2005,64.39,70.74,45.1,59.61,45.14,56.91,51.97,,
Vera Dushevina,2005,59.27,58.12,41.46,37.65,36.4,54.61,59.13,,
Vera Zvonareva,2005,57.0,70.35,51.13,54.41,37.41,58.43,51.18,,
Viktoria Kutuzova,2005,47.41,60.0,37.7,61.9,40.43,66.67,63.64,,
Virginia Ruano Pascual,2005,62.36,50.35,35.45,47.09,35.15,62.16,46.67,,
Virginie Razzano,2005,63.97,63.46,42.15,57.37,36.15,53.82,44.09,,
Yoon Jeong Cho,2005,66.28,59.05,39.11,44.08,34.41,57.38,43.24,,
Yuka Yoshida,2005,50.77,45.45,40.62,66.67,33.33,42.31,12.5,,
Yulia Fedossova,2005,43.88,55.81,27.27,56.25,49.35,55.56,40.0,,
Yuliana Fedak,2005,65.75,54.26,38.45,46.23,26.69,44.04,26.39,,
Yung Jan Chan,2005,70.27,51.92,36.36,44.44,19.23,52.17,33.33,,
Yvonne Meusburger,2005,55.56,43.33,41.67,50.0,30.77,36.36,20.0,,
Zsofia Gubacsi,2005,75.0,46.67,55.0,71.43,27.78,62.5,42.86,,
Zuzana Ondraskova,2005,85.39,42.61,36.66,20.84,50.38,61.47,55.56,,
Abigail Spears,2006,62.28,55.12,45.93,67.95,28.29,46.02,19.23,,
Agnieszka Radwanska,2006,65.44,59.76,46.49,60.61,37.87,57.17,47.13,,
Ahsha Rolle,2006,54.9,64.9,40.14,36.43,33.55,45.8,26.9,,
Ai Sugiyama,2006,67.76,60.41,43.2,55.14,37.39,56.04,46.53,,
Aiko Nakamura,2006,61.28,60.8,45.23,44.11,34.59,52.49,46.64,,
Akgul Amanmuradova,2006,59.89,63.9,43.75,38.75,34.75,48.24,40.28,,
Akiko Morigami,2006,63.33,53.55,45.46,,31.67,57.56,35.39,,
Alberta Brianti,2006,65.94,59.94,43.34,27.78,28.36,54.11,29.16,,
Aleksandra Wozniak,2006,64.0,56.25,33.33,40.0,35.56,53.33,25.0,,
Alexa Glatch,2006,52.12,59.21,31.52,43.27,21.97,47.25,15.38,,
Alexandra Stevenson,2006,56.84,56.9,40.85,55.19,20.52,40.63,20.0,,
Alicia Molik,2006,60.92,56.73,43.15,48.03,31.16,43.23,27.43,,
Alisa Kleybanova,2006,44.07,73.08,33.33,44.44,27.45,66.67,25.0,,
Alize Cornet,2006,57.97,57.58,45.54,62.07,39.53,46.46,51.38,,
Alona Bondarenko,2006,67.89,59.53,45.92,56.64,38.29,55.34,45.54,,
Amelie Mauresmo,2006,64.77,68.0,49.06,55.98,41.1,56.8,53.93,,
Amy Frazier,2006,55.94,60.68,44.1,51.42,34.03,56.37,50.84,,
Ana Ivanovic,2006,55.54,68.98,49.21,58.97,40.28,57.1,50.05,,
Anabel Medina Garrigues,2006,61.74,55.82,49.98,48.83,38.01,54.78,57.76,,
Anastasia Myskina,2006,61.96,59.31,45.88,56.33,41.44,55.51,52.95,,
Anastasia Pavlyuchenkova,2006,52.94,62.96,41.67,42.86,24.32,50.0,50.0,,
Anastasia Rodionova,2006,68.9,54.33,36.31,41.29,32.12,,29.46,,
Anastasia Yakimova,2006,65.79,55.1,41.94,46.84,39.56,53.75,53.75,,
Anda Perianu,2006,72.85,68.63,60.46,61.12,40.08,47.06,47.78,,
Angela Haynes,2006,69.84,63.26,35.42,46.43,21.1,41.39,0.0,,
Anna Chakvetadze,2006,59.41,64.24,46.59,54.3,39.36,53.86,46.93,,
Anna Lena Groenefeld,2006,58.9,65.42,45.37,57.76,38.14,50.11,43.65,,
Anna Smashnova,2006,69.02,53.74,41.62,44.83,34.8,54.97,45.99,,
Anna Tatishvili,2006,60.93,52.15,37.11,52.25,39.25,49.64,41.0,,
Anne Keothavong,2006,56.91,47.08,38.4,35.52,23.97,41.95,36.36,,
Anne Kremer,2006,62.03,50.39,41.61,42.45,31.52,55.93,30.28,,
Antonella Serra Zanetti,2006,72.4,52.06,34.45,38.35,37.12,57.91,48.51,,
Arantxa Parra Santonja,2006,52.12,61.38,44.04,55.0,32.14,52.29,38.89,,
Aravane Rezai,2006,59.77,65.73,41.92,60.67,39.81,56.4,56.51,,
Ashley Harkleroad,2006,66.09,60.3,42.43,48.46,33.77,49.46,43.65,,
Aurelie Vedy,2006,66.67,26.92,53.85,37.5,21.62,64.29,0.0,,
Ayumi Morita,2006,67.86,62.79,50.87,47.31,34.58,62.18,65.08,,
Bethanie Mattek Sands,2006,58.48,64.19,43.25,47.73,36.59,50.64,41.99,,
Brenda Schultz Mccarthy,2006,54.33,59.41,44.83,46.43,24.16,41.66,36.11,,
Camille Pin,2006,78.75,52.02,35.56,37.67,35.33,47.53,55.71,,
Cara Black,2006,62.09,57.79,52.78,45.24,38.98,55.56,53.57,,
Carly Gullickson,2006,57.58,36.84,21.43,28.57,18.18,33.33,0.0,,
Caroline Wozniacki,2006,65.73,58.93,50.98,43.89,44.21,60.83,42.3,,
Casey Dellacqua,2006,47.37,55.56,40.0,60.0,17.39,34.62,0.0,,
Catalina Castano,2006,61.3,58.77,42.72,49.02,36.34,53.88,49.48,,
Chanda Rubin,2006,69.48,55.06,44.85,36.11,29.1,43.35,40.28,,
Chin Wei Chan,2006,73.68,38.1,53.33,33.33,42.31,31.58,66.67,,
Clarisa Fernandez,2006,58.21,67.5,39.54,69.61,34.25,53.03,22.22,,
Coco Vandeweghe,2006,40.35,69.57,38.24,50.0,21.43,33.33,100.0,,
Conchita Martinez Granados,2006,68.81,56.34,41.03,54.3,35.14,52.01,53.27,,
Dally Randriantefy,2006,71.21,63.83,36.84,44.44,25.53,62.5,60.0,,
Daniela Hantuchova,2006,63.81,66.11,44.68,56.06,35.42,54.27,46.82,,
Dinara Safina,2006,66.32,63.65,44.75,52.19,42.08,55.21,49.14,,
Ekaterina Bychkova,2006,50.78,62.44,43.29,55.39,35.79,50.79,42.85,,
Elena Bovina,2006,70.91,48.72,25.0,37.5,21.43,36.36,0.0,,0.0
Elena Dementieva,2006,60.81,61.84,40.97,49.55,43.77,59.85,49.1,,
Elena Likhovtseva,2006,65.17,59.25,47.63,49.41,40.46,56.55,48.83,,
Elena Vesnina,2006,61.65,59.23,48.19,50.46,34.23,56.27,47.05,,
Eleni Daniilidou,2006,69.05,60.03,46.37,42.49,41.93,55.23,47.98,,
Emilie Loit,2006,63.31,58.27,46.77,55.74,39.17,56.32,48.5,,
Emma Laine,2006,60.43,63.33,43.02,46.4,36.92,57.48,40.25,,
Emmanuelle Gagliardi,2006,67.01,59.13,39.99,31.31,34.78,56.39,67.38,,
Eva Birnerova,2006,61.57,56.96,37.33,43.27,38.89,56.48,35.78,,
Evgenia Linetskaya,2006,34.29,16.67,30.43,25.0,47.62,53.85,33.33,,
Flavia Pennetta,2006,57.66,60.57,43.06,51.46,42.49,56.7,51.03,,
Francesca Schiavone,2006,53.03,70.29,49.73,50.27,39.77,56.07,45.13,,
Frederica Piedade,2006,43.33,38.46,35.29,53.33,40.91,45.0,66.67,,
Galina Voskoboeva,2006,56.83,63.05,47.22,52.5,29.09,41.8,45.48,,
Gisela Dulko,2006,59.72,59.07,42.25,49.91,36.68,53.85,50.65,,
Hana Sromova,2006,68.35,54.27,41.66,51.6,45.55,55.6,49.95,,
Henrieta Nagyova,2006,68.49,58.15,50.16,68.15,28.32,52.92,25.19,,
Ivana Abramovic,2006,52.5,52.38,10.53,25.0,11.54,25.0,0.0,,
Ivana Lisjak,2006,60.97,54.88,42.77,37.92,37.68,41.46,57.94,,
Jamea Jackson,2006,66.54,58.28,48.86,47.6,37.55,57.67,42.22,,
Jelena Dokic,2006,59.18,67.24,42.5,63.64,46.38,31.58,40.0,,
Jelena Jankovic,2006,67.74,62.71,43.43,49.03,39.83,55.63,49.68,,
Jelena Kostanic Tosic,2006,67.88,56.81,43.5,51.74,30.57,52.35,46.67,,
Jessica Kirkland,2006,61.67,63.66,44.81,68.91,34.4,44.07,32.78,,
Jie Zheng,2006,72.3,57.67,46.99,48.14,41.16,57.02,46.36,,
Jill Craybas,2006,63.1,58.86,43.89,53.2,38.62,56.7,54.84,,
Julia Schruff,2006,62.95,58.08,40.44,49.17,36.29,52.58,44.32,,
Julia Vakulenko,2006,63.25,59.06,49.81,38.49,43.57,63.91,54.29,,
Justine Henin,2006,56.78,71.45,52.9,48.56,48.35,60.72,53.55,,
Kaia Kanepi,2006,50.07,63.49,51.75,55.95,39.43,53.8,43.08,,
Karin Knapp,2006,56.92,69.18,46.94,37.5,36.11,52.2,67.86,,
Karolina Sprem,2006,52.65,63.48,46.57,57.22,38.27,51.95,57.65,,
Katarina Srebotnik,2006,65.75,67.46,47.69,53.39,40.12,55.48,51.45,,
Kateryna Bondarenko,2006,54.49,61.18,47.46,44.5,35.61,49.26,42.0,,
Kathrin Woerle,2006,60.27,40.91,55.17,30.0,34.29,55.56,42.86,,
Katie Obrien,2006,54.03,60.2,37.97,34.8,33.66,48.15,48.33,,
Kim Clijsters,2006,64.25,67.84,47.95,54.47,43.95,57.02,49.25,,
Kirsten Flipkens,2006,65.01,53.78,37.1,54.29,39.6,53.48,31.82,,
Kristina Barrois,2006,72.23,52.26,41.35,42.76,39.34,45.8,36.11,,
Kristina Brandi,2006,68.23,53.69,43.57,43.3,31.13,51.76,45.75,,
Kveta Peschke,2006,60.24,56.17,39.78,45.19,34.59,51.81,36.44,,
Kyra Nagy,2006,50.88,58.62,32.14,44.44,29.41,33.33,0.0,,
Laura Granville,2006,63.35,64.31,46.64,57.16,36.04,52.48,45.34,,
Laura Pous Tio,2006,65.7,58.41,48.61,56.18,37.2,53.94,41.74,,
Lauren Albanese,2006,44.44,60.0,28.0,44.44,25.0,37.5,0.0,,
Lauren Breadmore,2006,36.73,61.11,41.94,33.33,17.86,23.08,0.0,,0.0
Lilia Osterloh,2006,66.09,55.98,39.12,42.67,38.69,57.08,47.87,,
Lina Stanciute,2006,59.65,58.82,39.13,50.0,25.0,36.84,25.0,,
Lindsay Davenport,2006,57.88,67.93,53.54,53.91,39.52,59.31,47.34,,
Lisa Raymond,2006,60.02,64.18,45.99,44.51,29.05,54.04,,,
Lucie Safarova,2006,59.47,63.3,47.84,57.91,32.59,50.8,34.28,,
Mara Santangelo,2006,65.04,65.0,46.54,54.62,31.33,49.86,45.44,,
Maret Ani,2006,58.43,62.37,34.14,47.65,38.35,54.03,44.77,,
Maria Elena Camerin,2006,62.77,58.01,45.53,50.8,40.67,50.08,45.74,,
Maria Jose Martinez Sanchez,2006,55.77,31.03,39.13,53.33,38.46,45.45,28.57,,
Maria Kirilenko,2006,60.86,63.67,45.27,51.94,38.18,55.18,41.22,,
Maria Sanchez Lorenzo,2006,52.22,60.84,42.34,53.45,31.76,50.23,40.68,,
Maria Sharapova,2006,65.72,70.24,49.33,57.11,41.83,61.4,53.74,,
Maria Vento Kabchi,2006,58.89,55.82,40.28,44.55,33.35,55.32,32.56,,
Mariana Diaz Oliva,2006,66.15,55.38,37.1,55.14,39.16,53.74,46.91,,
Marie Eve Pelletier,2006,59.6,65.86,45.8,45.24,50.86,45.3,70.84,,
Marion Bartoli,2006,68.56,60.94,44.75,54.71,39.31,55.43,46.56,,
Marta Domachowska,2006,59.19,64.22,41.45,47.83,36.07,51.23,38.95,,
Martina Hingis,2006,63.86,63.41,52.82,53.39,43.31,59.38,50.83,,
Martina Muller,2006,69.41,53.59,42.19,48.36,36.89,55.52,42.31,,
Martina Sucha,2006,63.22,57.31,44.1,57.25,38.29,53.53,57.6,,
Mary Pierce,2006,67.25,69.21,47.55,49.18,33.28,55.45,39.49,,
Mashona Washington,2006,64.87,60.67,46.88,45.96,30.58,54.14,35.98,,
Mathilde Johansson,2006,59.71,53.34,37.06,66.21,24.51,43.81,20.84,,
Meghann Shaughnessy,2006,55.37,68.51,45.38,51.75,35.0,50.01,38.08,,
Meilen Tu,2006,64.65,58.35,44.28,43.76,36.53,49.08,43.16,,
Melanie South,2006,60.82,75.69,44.16,69.7,27.03,48.6,36.43,,
Melinda Czink,2006,,60.34,,63.01,35.48,53.7,49.52,,
Meng Yuan,2006,67.32,56.82,40.23,36.47,36.76,45.77,33.88,,
Michaella Krajicek,2006,60.86,62.11,45.86,59.46,28.68,45.84,40.03,,
Milagros Sequera,2006,57.96,50.0,44.82,56.58,39.72,60.84,26.25,,
Na Li,2006,71.62,61.28,49.31,51.7,38.77,57.1,50.92,,
Nadia Petrova,2006,61.5,71.42,51.15,54.91,41.33,57.86,48.19,,
Naomi Cavaday,2006,68.75,57.58,33.33,55.56,36.36,42.11,22.22,,
